Model,SSE,MSE,RMSE,MAE,MeanError,MedianAE,R2,Training_time,Gain_vs_Analytic,Gain_Incremental
3F+vix_lag+iv_lag+d_iv_lag,22.708303451538086,0.00017940591310715455,0.013394249255077888,0.008851361460983753,0.0009843468433246017,0.006191425025463104,0.4279625376367273,4.4s,38.77%,36.78%
3F+vix_lag+iv_lag+vix_mom_lag,24.44385528564453,0.00019311756101635024,0.013896674458889445,0.008862278424203396,8.730518311494961e-05,0.006165370345115662,0.3842428177069265,4.5s,34.10%,-7.64%
3F+vix_lag+iv_lag+vix_mom,22.47368621826172,0.00017755233038326462,0.013324876374033068,0.0082117123529315,-0.0003739788371603936,0.005561277270317078,0.43387270380288423,4.5s,39.41%,8.06%
3F+vix_lag+iv_lag+gamma,23.26097297668457,0.00018377225342037978,0.013556262516651844,0.008935126475989819,-0.0006169440457597375,0.006439208984375,0.4140404199688441,4.5s,37.28%,-3.50%
3F+vix_lag+iv_lag+theta,23.15742301940918,0.0001829541617176313,0.013526054920694034,0.008821723982691765,-0.000326099107041955,0.006228730082511902,0.416648913153465,4.4s,37.56%,0.45%
3F+vix_lag+iv_lag+vega,23.76487922668457,0.0001877533417079563,0.013702311546157324,0.008941393345594406,0.00010887347161769867,0.006204336881637573,0.4013466820533651,4.4s,35.93%,-2.62%
3F+vix_lag+iv_lag+rho,27.48503875732422,0.00021714429197965015,0.014735816637690975,0.0098910266533494,-0.0012786351144313812,0.007049560546875,0.3076333572321086,4.5s,25.90%,-15.65%
3F+vix_lag+d_iv_lag+vix_mom_lag,29.35302734375,0.00023190225039502273,0.015228337085677567,0.00911892019212246,-0.00013058089825790375,0.006108686327934265,0.260577466289706,4.6s,20.86%,-6.80%
3F+vix_lag+d_iv_lag+vix_mom,25.923723220825195,0.00020480918997294248,0.01431115613683753,0.008547122590243816,0.0003034340334124863,0.005765572190284729,0.3469639474434508,4.6s,30.11%,11.68%
3F+vix_lag+d_iv_lag+gamma,31.257768630981445,0.00024695057184263435,0.01571466104765338,0.009707142598927021,0.0005233918782323599,0.006779730319976807,0.21259575005398124,4.5s,15.72%,-20.58%
3F+vix_lag+d_iv_lag+theta,28.479549407958984,0.00022500137790210534,0.015000045929999858,0.00902119092643261,0.0010816933354362845,0.006134033203125,0.28258096394802,4.5s,23.21%,8.89%
3F+vix_lag+d_iv_lag+vega,32.759098052978516,0.0002588117562945172,0.01608762742900634,0.009913614951074123,0.0004186492005828768,0.006744384765625,0.17477625047915268,4.3s,11.68%,-15.03%
3F+vix_lag+d_iv_lag+rho,31.35440444946289,0.0002477140387079825,0.015738933849152,0.009663105010986328,0.0005276522133499384,0.00656186044216156,0.2101614286835849,4.4s,15.46%,4.29%
3F+vix_lag+vix_mom_lag+vix_mom,37.871925354003906,0.0002992054146079708,0.017297555162738197,0.010198132134974003,-0.0003186218091286719,0.006988525390625,0.04598068629172203,4.4s,-2.11%,-20.79%
3F+vix_lag+vix_mom_lag+gamma,36.14332962036133,0.00028554872305243,0.016898186975306848,0.009240096434950829,0.0009083345648832619,0.006057858467102051,0.08952517736456378,4.5s,2.55%,4.56%
3F+vix_lag+vix_mom_lag+theta,38.007266998291016,0.00030027467508031614,0.01732843544813888,0.009994016960263252,-0.0011399793438613415,0.006748020648956299,0.04257133909344746,4.4s,-2.47%,-5.16%
3F+vix_lag+vix_mom_lag+vega,37.22783279418945,0.0002941167907895671,0.017149833549908497,0.009642839431762695,-0.0002931268827524036,0.006320774555206299,0.06220581179392548,4.4s,-0.37%,2.05%
3F+vix_lag+vix_mom_lag+rho,36.5775146484375,0.00028897898201412205,0.016999381812704897,0.009471134282648563,-0.00043224525870755315,0.006223350763320923,0.07858776400002654,4.4s,1.38%,1.75%
3F+vix_lag+vix_mom+gamma,39.25286102294922,0.00031011543371873765,0.01761009465388354,0.010289113968610764,-7.4136616603937e-05,0.0070698559284210205,0.011193986464663852,4.5s,-5.83%,-7.31%
3F+vix_lag+vix_mom+theta,35.074302673339844,0.0002771029245375457,0.016646408757973765,0.009418010711669922,0.00021280378859955817,0.006317138671875,0.1164546863557212,4.6s,5.43%,10.65%
3F+vix_lag+vix_mom+vega,37.53732681274414,0.0002965619341318913,0.017220973669682307,0.009949038736522198,-0.00033736584009602666,0.006740391254425049,0.05440944896266153,4.6s,-1.21%,-7.02%
3F+vix_lag+vix_mom+rho,35.09382247924805,0.0002772571398716022,0.016651040203891233,0.009269301779568195,-0.0006691000307910144,0.006002694368362427,0.1159629692945422,4.5s,5.38%,6.51%
3F+vix_lag+gamma+theta,35.6942253112793,0.0002820005949933186,0.016792873339405576,0.009078598581254482,-0.0001861012860899791,0.005901522934436798,0.10083841746864974,4.5s,3.76%,-1.71%
3F+vix_lag+gamma+vega,36.2599983215332,0.0002864704587914928,0.016925438215641353,0.00935201346874237,6.665124237770215e-05,0.006131097674369812,0.08658621418318801,4.4s,2.24%,-1.59%
3F+vix_lag+gamma+rho,39.16277313232422,0.0003094036984580227,0.017589874884660853,0.010119234211742878,0.00042959852726198733,0.006869524717330933,0.013463361121064943,4.3s,-5.59%,-8.01%
3F+vix_lag+theta+vega,39.17502975463867,0.00030950053134219766,0.017592627187040532,0.009838340803980827,5.771014457423007e-06,0.00658358633518219,0.013154608547766511,4.4s,-5.62%,-0.03%
3F+vix_lag+theta+rho,41.14551544189453,0.0003250682634161132,0.018029649564428957,0.01062840223312378,-0.0006956079159863293,0.007334589958190918,-0.03648325341609793,4.5s,-10.94%,-5.03%
3F+vix_lag+vega+rho,36.94508743286133,0.00029188297399060896,0.017084582932884517,0.009264249354600906,-0.00023862335365265608,0.005983889102935791,0.06932835792927639,4.4s,0.39%,10.21%
3F+iv_lag+d_iv_lag+vix_mom_lag,21.634918212890625,0.00017092568210855719,0.013073854906207166,0.00830929633229971,-0.0006367973401211202,0.005523681640625,0.4550018349300925,4.4s,41.67%,41.44%
3F+iv_lag+d_iv_lag+vix_mom,23.888872146606445,0.0001887329421023618,0.013738010849550302,0.008881695568561554,0.0005551433423534036,0.006014645099639893,0.3982232168674039,4.4s,35.59%,-10.42%
3F+iv_lag+d_iv_lag+gamma,20.635299682617188,0.00016302824161656872,0.01276825131396499,0.008280453272163868,0.00039737208862788975,0.00568389892578125,0.4801828991434206,4.4s,44.36%,13.62%
3F+iv_lag+d_iv_lag+theta,18.573135375976562,0.00014673620680210597,0.01211347212000366,0.007525254040956497,-0.000486335891764611,0.004880115389823914,0.5321302072928069,4.5s,49.92%,9.99%
3F+iv_lag+d_iv_lag+vega,24.497478485107422,0.0001935412086518461,0.013911908878793237,0.009038150310516357,0.00020838509954046458,0.0060868412256240845,0.38289201318689636,4.4s,33.95%,-31.90%
3F+iv_lag+d_iv_lag+rho,22.031482696533203,0.00017405872167910885,0.013193131610012418,0.008519131690263748,6.019506690790877e-05,0.005692005157470703,0.4450121084245249,4.3s,40.60%,10.07%
3F+iv_lag+vix_mom_lag+vix_mom,29.501094818115234,0.00023307205070602596,0.015266697439394872,0.009864325635135174,-0.001025332254357636,0.0069524794816970825,0.2568475468584642,4.5s,20.46%,-33.90%
3F+iv_lag+vix_mom_lag+gamma,26.92441749572754,0.00021271512933618438,0.014584756745869449,0.009558344259858131,0.0006485733320005238,0.006776303052902222,0.3217557844981992,4.4s,27.41%,8.73%
3F+iv_lag+vix_mom_lag+theta,22.854629516601562,0.00018056195549359322,0.013437334389438749,0.008210666477680206,-0.00013810455857310444,0.005439527332782745,0.42427648547897157,4.4s,38.38%,15.12%
3F+iv_lag+vix_mom_lag+vega,24.602506637573242,0.0001943709787681078,0.013941699278355842,0.00877256691455841,8.618192805442959e-05,0.00591711699962616,0.3802462832695792,4.5s,33.67%,-7.65%
3F+iv_lag+vix_mom_lag+rho,23.66507339477539,0.00018696483029646764,0.01367350833899141,0.008441835641860962,0.00020031278836540878,0.005574271082878113,0.4038608581976211,4.4s,36.19%,3.81%
3F+iv_lag+vix_mom+gamma,24.098739624023438,0.00019039099051173958,0.013798224179644988,0.008810987696051598,0.001330639119260013,0.00619836151599884,0.3929365137250753,4.5s,35.03%,-1.83%
3F+iv_lag+vix_mom+theta,25.951278686523438,0.00020502689066974867,0.014318760095404514,0.009167292155325413,0.0007041707285679877,0.006435565650463104,0.3462698066985951,4.4s,30.03%,-7.69%
3F+iv_lag+vix_mom+vega,24.35993766784668,0.0001924545737139773,0.013872799779207415,0.008597970008850098,0.00015847432950977236,0.005761280655860901,0.3863567590339436,4.4s,34.32%,6.13%
3F+iv_lag+vix_mom+rho,24.839792251586914,0.00019624564291200407,0.014008770214119585,0.00908669549971819,0.001572521636262536,0.006471484899520874,0.37426889879498093,4.4s,33.03%,-1.97%
3F+iv_lag+gamma+theta,20.908828735351562,0.00016518924539088732,0.012852596834526761,0.008472968824207783,-8.46864131744951e-05,0.006034627556800842,0.4732925180305064,4.4s,43.63%,15.83%
3F+iv_lag+gamma+vega,21.39389419555664,0.00016902148288016307,0.013000826238365125,0.00850684568285942,-0.00023563123249914497,0.0059564560651779175,0.4610733923028647,4.4s,42.32%,-2.32%
3F+iv_lag+gamma+rho,20.714237213134766,0.00016365188396709276,0.012792649606984972,0.008662878535687923,0.0007769212243147194,0.006295323371887207,0.4781944095700421,4.4s,44.15%,3.18%
3F+iv_lag+theta+vega,26.30956268310547,0.00020785749700261085,0.014417263852847074,0.009021694771945477,-0.00021518349240068346,0.006167486310005188,0.33724439145136864,4.4s,29.06%,-27.01%
3F+iv_lag+theta+rho,25.731290817260742,0.00020328888656733748,0.014257941175616396,0.008899387903511524,0.00023510483151767403,0.006018772721290588,0.35181144932955144,4.4s,30.62%,2.20%
3F+iv_lag+vega+rho,22.957664489746094,0.00018137597858776294,0.013467589932417862,0.008214695379137993,0.000989591353572905,0.0054711103439331055,0.42168096509154807,4.4s,38.10%,10.78%
3F+d_iv_lag+vix_mom_lag+vix_mom,26.753887176513672,0.00021136786234654293,0.014538495876346457,0.008308329619467258,-0.0005706754745915532,0.005299709737300873,0.3260515581242335,4.4s,27.87%,-16.54%
3F+d_iv_lag+vix_mom_lag+gamma,26.417972564697266,0.0002087139843152065,0.014446936848868915,0.00821565743535757,0.0004890744457952678,0.005322307348251343,0.33451347349912186,4.4s,28.77%,1.26%
3F+d_iv_lag+vix_mom_lag+theta,29.595245361328125,0.00023381588276775132,0.015291039296521062,0.009072743356227875,0.0011604174505919218,0.006114780902862549,0.2544758312463946,4.4s,20.21%,-12.03%
3F+d_iv_lag+vix_mom_lag+vega,26.024763107299805,0.00020560745097609958,0.01433901848022031,0.00801071710884571,2.2341593648889102e-05,0.00506591796875,0.34441868463331815,4.4s,29.83%,12.06%
3F+d_iv_lag+vix_mom_lag+rho,30.601505279541016,0.0002417657932414854,0.015548819673579259,0.009176372550427914,0.0017339434707537293,0.006103515625,0.22912746599661693,4.4s,17.49%,-17.59%
3F+d_iv_lag+vix_mom+gamma,28.807716369628906,0.00022759404597771208,0.01508622040067399,0.008938634768128395,1.3802146895613987e-05,0.006012529134750366,0.27431421709985715,4.4s,22.33%,5.86%
3F+d_iv_lag+vix_mom+theta,25.079336166381836,0.00019813814865796435,0.014076155322315974,0.007830464281141758,-0.0010215934598818421,0.004910379648208618,0.3682346262023021,4.4s,32.38%,12.94%
3F+d_iv_lag+vix_mom+vega,30.866138458251953,0.0002438565155698357,0.015615905851721689,0.00915831234306097,-0.00017434854817111045,0.005922362208366394,0.22246117794343878,4.4s,16.78%,-23.07%
3F+d_iv_lag+vix_mom+rho,25.5757999420166,0.00020206043801711712,0.014214796446559378,0.008028152398765087,-1.5701942174928263e-05,0.0051829516887664795,0.35572836923002416,4.5s,31.04%,17.14%
3F+d_iv_lag+gamma+theta,29.672847747802734,0.00023442897687381184,0.015311073668224963,0.00894509069621563,0.0009820241248235106,0.005955025553703308,0.2525209748509354,4.4s,20.00%,-16.02%
3F+d_iv_lag+gamma+vega,30.97354507446289,0.00024470507663016305,0.015643052024146793,0.009140177629888058,0.0006525557837449014,0.0060100555419921875,0.21975553292202843,4.4s,16.49%,-4.38%
3F+d_iv_lag+gamma+rho,27.568572998046875,0.00021780425042896998,0.014758192654555299,0.00839159358292818,0.00010053361620521173,0.005467817187309265,0.30552907343189395,4.4s,25.67%,10.99%
3F+d_iv_lag+theta+vega,33.83570098876953,0.0002673174085622716,0.016349844297799034,0.009691170416772366,0.0003828440676443279,0.0064386725425720215,0.14765589722700212,4.4s,8.77%,-22.73%
3F+d_iv_lag+theta+rho,28.564241409301758,0.0002256704831862671,0.015022332814388951,0.008547126315534115,-0.000605843320954591,0.005464881658554077,0.28044751537780965,4.5s,22.99%,15.58%
3F+d_iv_lag+vega+rho,27.626155853271484,0.0002182591811437605,0.014773597434063259,0.008247203193604946,0.0003739078529179096,0.00524960458278656,0.30407852251563483,4.4s,25.52%,3.28%
3F+vix_mom_lag+vix_mom+gamma,37.420799255371094,0.0002956413134929575,0.01719422325936701,0.009538060985505581,-0.00032054807525128126,0.00635664165019989,0.05734485663665723,4.4s,-0.89%,-35.45%
3F+vix_mom_lag+vix_mom+theta,35.92509460449219,0.00028382456728810734,0.016847093734175856,0.009345414116978645,-0.0007419720641337335,0.006238400936126709,0.09502266443765184,4.5s,3.14%,4.00%
3F+vix_mom_lag+vix_mom+vega,41.30496597290039,0.0003263279950456282,0.01806455078449581,0.010549317114055157,0.00031761950231157243,0.00726318359375,-0.04049991971279954,4.5s,-11.37%,-14.98%
3F+vix_mom_lag+vix_mom+rho,40.06520080566406,0.00031653328702875024,0.01779138238105039,0.010317879728972912,0.0012355546932667494,0.007019743323326111,-0.009269399929331845,4.4s,-8.02%,3.00%
3F+vix_mom_lag+gamma+theta,39.25951385498047,0.00031016799411400723,0.01761158692775887,0.009822300635278225,-0.00012015423271805048,0.006520107388496399,0.011026397143832134,4.5s,-5.85%,2.01%
3F+vix_mom_lag+gamma+vega,39.982242584228516,0.0003158778793934704,0.01777295359228371,0.010018273256719112,-1.721683656796813e-05,0.006646953523159027,-0.0071796264430195045,4.4s,-7.80%,-1.84%
3F+vix_mom_lag+gamma+rho,43.010169982910156,0.0003397998813581683,0.01843366163729193,0.010829350911080837,-0.0001232383365277201,0.007476806640625,-0.08345515750849652,4.4s,-15.96%,-7.57%
3F+vix_mom_lag+theta+vega,36.826175689697266,0.00029094351720084747,0.01705706648872682,0.008926831185817719,-0.0007349409279413521,0.0055245161056518555,0.07232382484955635,4.4s,0.71%,14.38%
3F+vix_mom_lag+theta+rho,41.95127487182617,0.0003314341289498414,0.01820533243173113,0.010420932434499264,-0.0003486495988909155,0.007016107439994812,-0.05678087629034878,4.5s,-13.11%,-13.92%
3F+vix_mom_lag+vega+rho,37.023441314697266,0.00029250200525141035,0.0171026900004476,0.008983293548226357,-0.00023206502373795956,0.0056923627853393555,0.06735457085938823,4.4s,0.18%,11.75%
3F+vix_mom+gamma+theta,37.552330017089844,0.0002966804662618198,0.01722441483075172,0.00953197106719017,-0.00021082506282255054,0.006279781460762024,0.05403150813764346,4.4s,-1.25%,-1.43%
3F+vix_mom+gamma+vega,34.239234924316406,0.0002705055099689228,0.01644705171053228,0.008486288599669933,0.0006172315333969891,0.0052434951066970825,0.1374906055326962,4.4s,7.69%,8.82%
3F+vix_mom+gamma+rho,37.7249641418457,0.0002980443542709516,0.01726396114079708,0.009780257008969784,-0.0008178356802091002,0.006500244140625,0.049682738232687984,4.5s,-1.71%,-10.18%
3F+vix_mom+theta+vega,38.14161682128906,0.00030133609971391717,0.017359035103193875,0.009571641683578491,3.175140591338277e-05,0.0061945319175720215,0.03918697654162717,4.4s,-2.84%,-1.10%
3F+vix_mom+theta+rho,35.09443283081055,0.0002772619619262141,0.016651185000660287,0.00866699405014515,0.000762239855248481,0.0054429322481155396,0.11594759412749334,4.5s,5.38%,7.99%
3F+vix_mom+vega+rho,35.46440124511719,0.0002801848804670526,0.01673872397965426,0.008670493960380554,-0.00019824125047307462,0.0053362250328063965,0.10662784052607677,4.5s,4.38%,-1.05%
3F+gamma+theta+vega,39.06658935546875,0.0003086438029268714,0.017568261238007345,0.009158055298030376,-0.0010804258054122329,0.005827330052852631,0.015886295258365712,4.4s,-5.33%,-10.16%
3F+gamma+theta+rho,40.955787658691406,0.0003235693277400072,0.017988032903572506,0.009979951195418835,0.00024342350661754608,0.006685927510261536,-0.03170388273898217,4.5s,-10.42%,-4.84%
3F+gamma+vega+rho,41.00696563720703,0.0003239736570192142,0.01799926823565931,0.009987941011786461,-2.346759538340848e-05,0.006690390408039093,-0.03299309049602317,4.5s,-10.56%,-0.12%
3F+theta+vega+rho,37.308265686035156,0.00029475224717389026,0.017168350158762787,0.008472299203276634,-0.000536835752427578,0.0050997138023376465,0.06017965306127748,4.4s,-0.59%,9.02%
Total,,,,,,,,575.7s,,
